0.000000	1.022556e+06	1.022556e+06	1.959310e+08	2.764836e-02	2.764836e-02	0.000000e+00	1.217329e+06	1.217329e+06	1.319156e+08	2.216067e-02	2.216067e-02	-1.107984e+05	-4.549344e+03	-2.910958e+04	3.500000e-05	3.809413e+00	1.895700e-22	1.000000e+00
3.225675	1.115719e+06	1.023158e+06	1.959618e+08	3.017208e-02	2.766898e-02	3.424050e+05	1.328236e+06	1.218045e+06	1.343964e+08	2.463440e-02	2.259071e-02	-1.502864e+05	-4.558718e+03	-2.911874e+04	2.201037e-03	3.451927e+00	1.895700e-22	1.956761e-01
5.036708	1.242713e+06	1.024768e+06	1.960382e+08	3.361943e-02	2.772333e-02	8.312498e+05	1.479420e+06	1.219962e+06	1.372638e+08	2.802377e-02	2.310901e-02	-2.190292e+05	-4.583884e+03	-2.914143e+04	3.417144e-03	3.032298e+00	1.895700e-22	1.687307e-01
6.658701	1.400214e+06	1.027197e+06	1.961732e+08	3.790642e-02	2.780817e-02	1.507780e+06	1.666922e+06	1.222853e+06	1.402001e+08	3.225096e-02	2.365930e-02	-3.322065e+05	-4.622020e+03	-2.918159e+04	4.506311e-03	2.641932e+00	1.895700e-22	1.547096e-01
8.148331	1.580859e+06	1.030207e+06	1.963800e+08	4.284188e-02	2.791906e-02	2.411506e+06	1.881976e+06	1.226437e+06	1.429632e+08	3.712935e-02	2.419629e-02	-5.070765e+05	-4.669604e+03	-2.739612e+04	5.506597e-03	2.421437e+00	1.808311e-22	1.422580e-01
9.505305	1.774782e+06	1.033527e+06	1.966664e+08	4.816734e-02	2.804989e-02	3.564729e+06	2.112835e+06	1.230389e+06	1.454281e+08	4.240267e-02	2.469279e-02	-7.581772e+05	-4.722483e+03	-2.309818e+04	6.417803e-03	2.549944e+00	1.518124e-22	1.277752e-01
10.722985	1.971856e+06	1.036920e+06	1.970322e+08	5.361536e-02	2.819432e-02	4.950154e+06	2.347448e+06	1.234429e+06	1.475667e+08	4.780391e-02	2.513817e-02	-1.091878e+06	-4.776973e+03	-1.979686e+04	7.235474e-03	2.684862e+00	1.294196e-22	1.148161e-01
11.821019	2.167483e+06	1.040286e+06	1.974775e+08	5.906760e-02	2.834975e-02	6.549525e+06	2.580337e+06	1.238436e+06	1.494397e+08	5.321347e-02	2.553986e-02	-1.512795e+06	-4.831461e+03	-1.725584e+04	7.972803e-03	2.821239e+00	1.121261e-22	1.040864e-01
12.821412	2.359720e+06	1.043592e+06	1.980030e+08	6.447740e-02	2.851553e-02	8.342704e+06	2.809191e+06	1.242371e+06	1.511169e+08	5.858325e-02	2.590858e-02	-2.023979e+06	-4.885414e+03	-1.527170e+04	8.644566e-03	2.956547e+00	9.857427e-23	9.544429e-02
13.743461	2.547956e+06	1.046839e+06	1.986102e+08	6.983417e-02	2.869197e-02	1.030911e+07	3.033281e+06	1.246237e+06	1.526578e+08	6.390147e-02	2.625419e-02	-2.627422e+06	-4.938819e+03	-1.369462e+04	9.263721e-03	3.089643e+00	8.775465e-23	8.852741e-02
14.602773	2.732182e+06	1.050040e+06	1.993013e+08	7.514380e-02	2.887984e-02	1.242795e+07	3.252598e+06	1.250048e+06	1.541089e+08	6.917308e-02	2.658480e-02	-3.324222e+06	-4.991883e+03	-1.241911e+04	9.840748e-03	3.220098e+00	7.895430e-23	8.298006e-02
15.411679	2.912641e+06	1.053214e+06	2.000785e+08	8.041925e-02	2.908010e-02	1.467826e+07	3.467430e+06	1.253826e+06	1.555057e+08	7.441028e-02	2.690683e-02	-4.114663e+06	-5.044892e+03	-1.137117e+04	1.038393e-02	3.347832e+00	7.167322e-23	7.851238e-02
16.179923	3.089668e+06	1.056379e+06	2.009448e+08	8.567620e-02	2.929377e-02	1.703905e+07	3.678176e+06	1.257594e+06	1.568755e+08	7.962819e-02	2.722543e-02	-4.998287e+06	-5.098150e+03	-1.049834e+04	1.089980e-02	3.472931e+00	6.555710e-23	7.490128e-02
16.915270	3.263616e+06	1.059552e+06	2.019030e+08	9.093112e-02	2.952187e-02	1.948947e+07	3.885257e+06	1.261371e+06	1.582400e+08	8.484282e-02	2.754472e-02	-5.973992e+06	-5.151952e+03	-9.762739e+03	1.139359e-02	3.595558e+00	6.035062e-23	7.197743e-02
17.623983	3.434825e+06	1.062750e+06	2.029564e+08	9.620043e-02	2.976545e-02	2.200917e+07	4.089077e+06	1.265179e+06	1.596161e+08	9.007021e-02	2.786812e-02	-7.040139e+06	-5.206581e+03	-9.136569e+03	1.186949e-02	3.715900e+00	5.586648e-23	6.961172e-02
