      6.55000  5.98894e-28  6.38640e-28  2.17186e-27  7.35286e-27  6.38607e-27  4.37226e-27
      6.60000  9.57554e-28  5.81794e-28  1.61496e-27  6.88398e-27  4.17635e-27  3.52957e-27
      6.65000  1.46650e-27  5.40428e-28  1.47491e-27  6.98678e-27  3.39429e-27  2.76212e-27
      6.70000  2.10366e-27  5.31353e-28  1.26609e-27  7.60028e-27  2.91280e-27  2.08473e-27
      6.75000  2.79407e-27  5.98349e-28  9.80226e-28  7.68094e-27  2.27464e-27  1.50851e-27
      6.80000  3.39420e-27  8.70801e-28  7.49094e-28  6.53709e-27  1.59991e-27  1.04602e-27
      6.85000  3.71078e-27  1.67387e-27  6.20686e-28  4.83719e-27  1.09953e-27  7.13091e-28
      6.90000  3.57297e-27  3.57870e-27  5.71867e-28  3.39323e-27  7.86490e-28  5.34290e-28
      6.95000  2.95114e-27  7.03617e-27  5.71325e-28  2.54466e-27  5.94855e-28  5.21080e-28
      7.00000  2.02913e-27  1.13411e-26  5.75878e-28  2.68448e-27  4.80262e-28  6.22246e-28
      7.05000  1.13362e-27  1.40346e-26  5.48378e-28  4.78221e-27  4.22232e-28  6.99556e-28
      7.10000  5.13406e-28  1.29400e-26  4.89816e-28  9.55897e-27  4.00810e-28  6.29666e-28
      7.15000  2.01305e-28  9.09903e-27  4.29778e-28  1.54336e-26  3.92651e-28  4.45077e-28
      7.20000  8.15781e-29  5.31343e-27  3.85633e-28  1.95139e-26  3.82216e-28  2.67047e-28
      7.25000  4.28367e-29  2.88560e-27  3.55094e-28  2.07147e-26  3.65992e-28  1.52775e-28
      7.30000  3.08702e-29  1.60365e-27  3.32086e-28  1.98245e-26  3.46570e-28  9.18062e-29
      7.35000  2.68694e-29  9.66793e-28  3.13185e-28  1.79168e-26  3.26646e-28  6.09116e-29
      7.40000  2.51764e-29  6.45917e-28  2.96921e-28  1.56998e-26  3.07611e-28  4.48563e-29
      7.45000  2.41773e-29  4.75379e-28  2.82533e-28  1.35030e-26  2.89841e-28  3.59464e-29
      7.50000  2.33996e-29  3.78124e-28  2.69567e-28  1.14689e-26  2.73363e-28  3.05820e-29
      7.55000  2.26997e-29  3.18383e-28  2.57699e-28  9.63413e-27  2.58115e-28  2.70767e-29
      7.60000  2.20316e-29  2.79081e-28  2.46699e-28  7.99336e-27  2.43948e-28  2.46144e-29
      7.65000  2.13810e-29  2.51599e-28  2.36423e-28  6.54067e-27  2.30804e-28  2.27758e-29
      7.70000  2.07424e-29  2.31390e-28  2.26752e-28  5.25670e-27  2.18606e-28  2.13331e-29
      7.75000  2.01149e-29  2.15870e-28  2.17632e-28  4.14282e-27  2.07345e-28  2.01538e-29
      7.80000  1.94980e-29  2.03503e-28  2.09014e-28  3.19434e-27  1.97004e-28  1.91566e-29
      7.85000  1.88918e-29  1.93313e-28  2.00865e-28  2.40961e-27  1.87558e-28  1.82894e-29
      7.90000  1.82964e-29  1.84652e-28  1.93155e-28  1.78287e-27  1.78959e-28  1.75168e-29
      7.95000  1.77117e-29  1.77060e-28  1.85848e-28  1.30298e-27  1.71128e-28  1.68136e-29
      8.00000  1.71374e-29  1.70211e-28  1.78899e-28  9.50578e-28  1.63952e-28  1.61616e-29
      8.05000  1.65741e-29  1.63882e-28  1.72265e-28  7.01791e-28  1.57320e-28  1.55482e-29
      8.10000  1.60214e-29  1.57919e-28  1.65908e-28  5.31890e-28  1.51123e-28  1.49643e-29
      8.15000  1.54803e-29  1.52229e-28  1.59793e-28  4.18442e-28  1.45277e-28  1.44047e-29
